idx,mapping_original_idx,sentenceId,start_ms_trimmed,end_ms_trimmed,duration_ms,weight,confidence,text
55,61,P0003_L0005_S0011,214000.0,217200.0,3200.0,103.05938999999998,0.447536,एतत्तव मनु॑स्वरू॒पम्।
56,62,P0003_L0005_S0012,217200.0,219600.0,2400.0,87.84254999999999,0.513451,गकारः पू᳚र्वरू॒पम्।
57,63,P0003_L0005_S0013,219600.0,222928.0,3328.0,105.11952,0.537188,अकारो मध्य॑मरू॒पम्।
58,64,P0003_L0006_S0014,222928.0,226800.0,3872.0,122.62265999999998,0.440862,अनुस्वारश्चा᳚न्त्यरू॒पम्।
59,65,P0003_L0006_S0015,226800.0,230000.0,3200.0,92.52485999999998,0.457181,बिन्दुरुत्त॑ररू॒पम्।
60,66,P0003_L0006_S0016,230000.0,234400.0,4400.0,84.62711999999999,0.408321,नादः॑ सन्धा॒नम्।
61,67,P0003_L0006_S0017,234400.0,237104.0,2704.0,82.69374,0.515238,सꣳहि॑ता स॒न्धिः।
62,68,P0003_L0007_S0018,237104.0,239792.0,2688.0,75.37728,0.5276,सैषा गणे॑शवि॒द्या।
63,69,P0003_L0007_S0019,239792.0,242800.0,3008.0,60.976679999999995,0.445071,गण॑क ऋ॒षिः।
64,70,P0003_L0007_S0020,242800.0,246000.0,3200.0,94.12565999999998,0.518112,निचृद्गाय॑त्रीच्छ॒न्दः।
65,71,P0003_L0008_S0021,246000.0,248144.0,2144.0,70.04328,0.496611,गणपति॑र्देव॒ता।
66,72,P0003_L0008_S0022,248144.0,251728.0,3584.0,108.73985625,0.539461,ॐ गं ग॒णप॑तये नमः॥
67,74,P0003_L0009_S0024,251728.0,255600.0,3872.0,172.24971,0.441988,एकद॒न्ताय॑ वि॒द्महे॑ वक्रतु॒ण्डाय॑ धीमहि।
68,75,P0003_L0009_S0025,255600.0,259232.0,3632.0,147.33345000000003,0.522048,तन्नो॑ दन्तिः प्रचो॒दया᳚त्॥
69,77,P0003_L0010_S0027,259232.0,264800.0,5568.0,195.6357,0.562395,एकद॒न्तं च॑तुर्ह॒स्तं॒ पा॒शम॑ङ्कुश॒धारि॑णम्।
70,78,P0003_L0010_S0028,264800.0,269600.0,4800.0,185.46509999999998,0.493752,रदं॑ च॒ वर॑दं ह॒स्तै॒र्बि॒भ्राणं॑ मूष॒कध्व॑जम्।
71,79,P0003_L0011_S0029,269600.0,275008.0,5408.0,177.64919999999998,0.55192,रक्तं ॑ ल॒म्बोद॑रं शू॒र्प॒क॒र्णकं ॑ रक्त॒वास॑सम्।
72,80,P0003_L0011_S0030,275008.0,280880.0,5872.0,200.05584,0.566499,रक्त॑ग॒न्धानु॑लिप्ता॒ङ्गं ॒ र॒क्तपु॑ष्पैः सु॒पूजि॑तम्।
73,81,P0003_L0012_S0031,280880.0,286800.0,5920.0,203.99435999999997,0.54126,भक्ता॑नु॒कम्पि॑नं दे॒वं॒ ज॒गत्का॑रण॒मच्यु॑तम्।
74,82,P0003_L0012_S0032,286800.0,293136.0,6336.0,199.83089999999999,0.549088,आवि॑र्भू॒तं च॑ सृ॒ष्ट्या॒दौ॒ प्र॒कृतेः᳚ पुरु॒षात्प॑रम्।
75,83,P0003_L0013_S0033,293136.0,298800.0,5664.0,239.651353125,0.512418,एवं॑ ध्या॒यति॑ यो नि॒त्यं॒ स॒ योगी॑ योगि॒नां व॑रः॥
76,85,P0003_L0014_S0035,298800.0,302000.0,3200.0,61.98839999999999,0.197179,नमो व्रातपतये।
77,86,P0003_L0014_S0036,302000.0,305744.0,3744.0,60.760799999999996,0.576468,नमो गणपतये।
78,87,P0003_L0014_S0037,305744.0,312080.0,6336.0,68.1012,0.514916,नमः प्रमथपतये।
79,88,P0003_L0015_S0038,312080.0,329232.0,17152.0,431.4177,0.551629,नमस्तेऽस्तु लम्बोदरायैकदन्ताय विघ्नविनाशिने शिवसुताय श्रीवरदमूर्तये॒ नमः॑॥
80,90,P0003_L0016_S0040,329232.0,333200.0,3968.0,110.12123999999999,0.214365,एतदथर्वशीर्षं॑ योऽधी॒ते।
81,91,P0003_L0016_S0041,333200.0,336400.0,3200.0,94.77996,0.5557,स ब्रह्मभूया॑य क॒ल्पते।
82,92,P0003_L0016_S0042,336400.0,340880.0,4480.0,94.11864000000001,0.525012,स सर्वविघ्नै᳚र्न बा॒ध्यते।
83,93,P0003_L0017_S0043,340880.0,344176.0,3296.0,86.15754,0.485576,स सर्वतः सुख॑मेध॒ते।
84,94,P0003_L0017_S0044,344176.0,349200.0,5024.0,122.85830999999997,0.456416,स पञ्चमहापापा᳚त्प्रमु॒च्यते।
85,95,P0003_L0018_S0045,349200.0,354800.0,5600.0,181.93113000000002,0.538946,सा॒यम॑धीया॒नो॒ दिवसकृतं पापं॑ नाश॒यति।
86,96,P0003_L0018_S0046,354800.0,360432.0,5632.0,170.12839499999998,0.56473,प्रा॒तर॑धीया॒नो॒ रात्रिकृतं पापं॑ नाश॒यति।
87,97,P0003_L0019_S0047,360432.0,366400.0,5968.0,171.892128,0.535442,सायं प्रातः प्र॑युञ्जा॒नो॒ पापोऽपा॑पो भ॒वति।
88,98,P0003_L0019_S0048,366400.0,371200.0,4800.0,142.45463999999998,0.474201,सर्वत्राधीयानोऽपवि॑घ्नो भ॒वति।
89,99,P0003_L0020_S0049,371200.0,375600.0,4400.0,123.54408,0.512884,धर्मार्थकाममोक्षं॑ च वि॒न्दति।
90,100,P0003_L0020_S0050,375600.0,380400.0,4800.0,157.13148,0.512339,इदमथर्वशीर्षमशिष्याय॑ न दे॒यम्।
91,101,P0003_L0021_S0051,380400.0,386400.0,6000.0,187.61631,0.410311,यो यदि मो॑हाद् दा॒स्यति स पापी॑यान्भ॒वति।
92,102,P0003_L0022_S0052,386400.0,394400.0,8000.0,287.24752499999994,0.449675,सहस्रावर्तनाद्यं यं काम॑मधी॒ते तं तमने॑न सा॒धयेत्॥
93,104,P0003_L0023_S0054,394400.0,399600.0,5200.0,189.51088800000002,0.513315,अनेन गणपतिम॑भिषि॒ञ्चति स वा॑ग्मी भ॒वति।
94,105,P0003_L0024_S0055,399600.0,405200.0,5600.0,195.66888000000003,0.46918,चतुर्थ्यामन॑श्नन्ज॒पति स विद्या॑वान्भ॒वति।
95,106,P0003_L0024_S0056,405200.0,408400.0,3200.0,98.68793999999998,0.507079,इत्यथर्व॑णवा॒क्यम्।
96,107,P0003_L0025_S0057,408400.0,415200.0,6800.0,231.11520000000002,0.442598,ब्रह्माद्यावर॑णं वि॒द्यान्न बिभेति कदा॑चने॒ति॥
97,109,P0003_L0026_S0059,415200.0,421600.0,6400.0,176.74480800000003,0.435817,यो दूर्वाङ्कु॑रैर्य॒जति स वैश्रवणोप॑मो भ॒वति।
98,110,P0003_L0027_S0060,421600.0,426400.0,4800.0,151.14414,0.38266,यो ला॑जैर्य॒जति स यशो॑वान्भ॒वति।
99,111,P0003_L0027_S0061,426400.0,429312.0,2912.0,82.94055,0.510971,स मेधा॑वान्भ॒वति।
100,112,P0004_L0001_S0001,429312.0,436000.0,6688.0,227.11065600000003,0.502112,यो मोदकसहस्रे॑ण य॒जति स वाञ्छितफलम॑वाप्नो॒ति।
101,113,P0004_L0002_S0002,436000.0,442800.0,6800.0,266.96565,0.538124,यः साज्य समि॑द्भिर्य॒जति स सर्वं लभते स स॑र्वं ल॒भते॥
102,115,P0004_L0003_S0004,442800.0,450800.0,8000.0,244.61472000000003,0.433583,अष्टौ ब्राह्मणान्सम्यग्ग्रा॑हयि॒त्वा सूर्यवर्च॑स्वी भ॒वति।
103,116,P0004_L0004_S0005,450800.0,459264.0,8464.0,260.14930285714286,0.558757,सूर्यग्रहे म॑हान॒द्यां प्रतिमासन्निधौ वा ज॒प्त्वा सिद्धम॑न्त्रो भ॒वति।
104,117,P0004_L0005_S0006,459264.0,463328.0,4064.0,104.52947999999998,0.494027,महाविघ्ना᳚त्प्रमु॒च्यते।
105,118,P0004_L0005_S0007,463328.0,467296.0,3968.0,102.95904,0.480997,महादोषा᳚त्प्रमु॒च्यते।
106,119,P0004_L0005_S0008,467296.0,471264.0,3968.0,102.96041999999997,0.49566,महापापा᳚त्प्रमु॒च्यते।
107,120,P0004_L0006_S0009,471264.0,476000.0,4736.0,126.76403999999998,0.467017,महाप्रत्यवाया᳚त्प्रमु॒च्यते।
108,121,P0004_L0006_S0010,476000.0,480144.0,4144.0,131.869155,0.466399,स सर्वविद्भवति स सर्व॑विद्भ॒वति।
109,122,P0004_L0007_S0011,480144.0,482576.0,2432.0,40.27188,0.453994,य ए॑वं वे॒द।
110,123,P0004_L0007_S0012,482576.0,487200.0,4624.0,94.1574,0.463873,इत्यु॑प॒निष॑त्॥
111,125,P0004_L0008_S0014,487200.0,490400.0,3200.0,158.86666875000003,0.208195,ॐ शान्तिः॒ शान्तिः॒ शान्तिः॑॥
112,126,P0004_L0009_S0015,490400.0,492000.0,1600.0,69.37524,0.406616,ॐ स॒ह ना॑ववतु।
113,127,P0004_L0009_S0016,492000.0,494400.0,2400.0,57.38832000000001,0.205744,स॒ह नौ॑ भुनक्तु।
114,128,P0004_L0010_S0017,494400.0,497392.0,2992.0,82.87488,0.557056,स॒ह वी॒र्यं॑ करवावहै।
115,129,P0004_L0011_S0018,497392.0,501200.0,3808.0,167.94492,0.534607,ते॒ज॒स्विना॒वधी॑तमस्तु॒ मा वि॑द्विषा॒वहै᳚।
116,130,P0004_L0012_S0019,501200.0,505200.0,4000.0,158.86666875000003,0.484392,ॐ शान्तिः॒ शान्तिः॒ शान्तिः॑॥
117,131,P0004_L0013_S0020,505200.0,509376.0,4176.0,135.09154800000002,0.487191,ॐ भ॒द्रं कर्णे॑भिः श‍ृणु॒याम॑ देवाः।
118,132,P0004_L0013_S0021,509376.0,510400.0,1024.0,117.76091999999998,0.231905,भ॒द्रं प॑श्येमा॒क्षभि॒र्यज॑त्राः।
119,133,P0004_L0014_S0022,510400.0,512400.0,2000.0,145.59966,0.205407,स्थि॒रैरङ्गै᳚स्तुष्टु॒वाꣳ स॑स्त॒नूभिः॑।
120,134,P0004_L0014_S0023,512400.0,514047.969,1647.969,107.9781,0.520039,व्यशे॑म दे॒वहि॑तं॒ यदायुः॑।
121,135,P0004_L0015_S0024,514047.969,518000.0,3952.031,114.7884,0.392821,स्व॒स्ति न॒ इन्द्रो॑ वृ॒द्धश्र॑वाः।
122,136,P0004_L0015_S0025,518000.0,521200.0,3200.0,118.06728000000001,0.207193,स्व॒स्ति नः॑ पू॒षा वि॒श्ववे॑दाः।
123,137,P0004_L0016_S0026,521200.0,523600.0,2400.0,139.55249999999998,0.961038,स्व॒स्ति न॒स्तार्क्ष्यो॒ अरि॑ष्टनेमिः।
124,138,P0004_L0016_S0027,523600.0,525200.0,1600.0,153.50257499999998,0.99364,स्व॒स्ति नो॒ बृह॒स्पति॑र्दधातु॥
125,139,P0004_L0017_S0028,525200.0,526370.0,1170.0,158.86666875000003,0.990229,ॐ शान्तिः॒ शान्तिः॒ शान्तिः॑॥
