idx,original_idx,sentenceId,text,start_ms_trimmed,end_ms_trimmed,duration_ms,exp_end_ms,obs_end_ms,drift_ms,drift_jump_ms,silence_width_ms,rms_db_at_end,contrast_db,confidence,weight
18,20,P0002_L0013_S0021,अ॒व त्वं॒ माम्।,60800.0,62800.0,2000.0,70396.068,62800.0,-7596.068,-102.808,0.0,-19.4431,3.0838,0.227882,64.93212
19,21,P0002_L0013_S0022,अव॑ व॒क्तारम्᳚।,62800.0,64400.0,1600.0,72535.825,64400.0,-8135.825,-539.756,576.0,-24.8818,-10.8368,0.425947,66.07302
20,22,P0002_L0013_S0023,अव॑ श्रो॒तारम्᳚।,64400.0,68560.0,4160.0,74759.823,68560.0,-6199.823,1936.001,624.0,-31.1447,5.3865,0.578452,68.67432
21,23,P0002_L0013_S0024,अव॑ दा॒तारम्᳚।,68560.0,71600.0,3040.0,76897.837,71600.0,-5297.837,901.987,0.0,-19.1892,0.6712,0.21757,66.0192
22,24,P0002_L0013_S0025,अव॑ धा॒तारम्᳚।,71600.0,72592.0,992.0,79083.312,72592.0,-6491.312,-1193.475,624.0,-29.6308,4.126,0.561575,67.48476
23,25,P0002_L0014_S0026,अवानूचानम॑व शि॒ष्यम्।,72592.0,74592.0,2000.0,83093.516,74592.0,-8501.516,-2010.205,448.0,-28.3245,3.8406,0.469177,123.83016
24,26,P0002_L0014_S0027,अव॑ प॒श्चात्ता᳚त्।,74592.0,76800.0,2208.0,85645.68,76800.0,-8845.68,-344.164,496.0,-27.5177,-5.7246,0.434275,78.80766
25,27,P0002_L0014_S0028,अव॑ पु॒रस्ता᳚त्।,76800.0,79200.0,2400.0,88076.196,79200.0,-8876.196,-30.515,528.0,-27.2927,-5.9185,0.446462,75.0513
26,28,P0002_L0014_S0029,अवोत्त॒रात्ता᳚त्।,79200.0,82000.0,2800.0,90697.586,82000.0,-8697.586,178.61,480.0,-29.3986,-0.8819,0.465729,80.94528
27,29,P0002_L0015_S0030,अव॑ दक्षि॒णात्ता᳚त्।,82000.0,84912.0,2912.0,93671.99,84912.0,-8759.99,-62.404,512.0,-28.9473,4.6073,0.50749,91.8459
28,30,P0002_L0015_S0031,अव॑ चो॒र्ध्वात्ता᳚त्।,84912.0,87728.0,2816.0,96525.236,87728.0,-8797.236,-37.247,496.0,-29.5713,2.9791,0.495394,88.10472
29,31,P0002_L0015_S0032,अवाध॒रात्ता᳚त्।,87728.0,90608.0,2880.0,99100.595,90608.0,-8492.595,304.641,544.0,-27.9145,6.0643,0.523324,79.52388
30,32,P0002_L0016_S0033,सर्वतो मां पाहि पाहि॑ सम॒न्तात्॥,90608.0,94064.0,3456.0,104948.816,94064.0,-10884.816,-2392.222,528.0,-27.9454,2.68,0.497614,180.58584
31,34,P0002_L0017_S0035,त्वं वाङ्मय॑स्त्वं चिन्म॒यः।,94064.0,97600.0,3536.0,108468.502,97600.0,-10868.502,16.315,624.0,-28.8109,-3.8892,0.512568,108.68352
32,35,P0002_L0017_S0036,त्वमानन्दमय॑स्त्वं ब्रह्म॒मयः।,97600.0,100592.0,2992.0,112763.477,100592.0,-12171.477,-1302.975,560.0,-32.2235,3.815,0.54784,132.62352
33,36,P0002_L0017_S0037,त्वं सच्चिदानन्दाऽद्वि॑तीयो॒ऽसि।,100592.0,104304.0,3712.0,117120.159,104304.0,-12816.159,-644.682,528.0,-29.7408,2.3868,0.508278,134.52894
34,37,P0002_L0018_S0038,त्वं प्र॒त्यक्षं॒ ब्रह्मा॑सि।,104304.0,108000.0,3696.0,119759.496,108000.0,-11759.496,1056.664,528.0,-27.0006,-9.4009,0.425818,81.49944
35,38,P0002_L0018_S0039,त्वं ज्ञानमयो विज्ञान॑मयो॒ऽसि॥,108000.0,111616.0,3616.0,124882.123,111616.0,-13266.123,-1506.628,544.0,-30.1904,3.9573,0.527368,158.1804
36,40,P0002_L0019_S0041,सर्वं जगदिदं त्व॑त्तो जा॒यते।,111616.0,115200.0,3584.0,128540.849,115200.0,-13340.849,-74.726,560.0,-29.6444,-4.4583,0.485248,112.97691
37,41,P0002_L0019_S0042,सर्वं जगदिदं त्व॑त्तस्ति॒ष्ठति।,115200.0,120000.0,4800.0,132174.471,120000.0,-12174.471,1166.378,576.0,-28.0754,-6.0434,0.473384,112.20174
38,42,P0002_L0020_S0043,सर्वं जगदिदं त्वयि ल॑यमेष्य॒ति।,120000.0,123696.0,3696.0,136289.063,123696.0,-12593.063,-418.592,496.0,-29.6963,4.464,0.504347,127.053495
39,43,P0002_L0020_S0044,सर्वं जगदिदं त्वयि॑ प्रत्ये॒ति।,123696.0,127760.0,4064.0,139915.829,127760.0,-12155.829,437.233,544.0,-28.5758,5.6119,0.525369,111.99006
40,44,P0002_L0021_S0045,त्वं भूमिरापोऽनलोऽनि॑लो न॒भः।,127760.0,132096.0,4336.0,144554.182,132096.0,-12458.182,-302.353,608.0,-31.6867,7.0922,0.583834,143.2266
41,45,P0002_L0021_S0046,त्वं चत्वारि वा᳚क्पदा॒नि॥,132096.0,135600.0,3504.0,148357.644,135600.0,-12757.644,-299.461,608.0,-26.8486,-8.7027,0.465488,117.446175
42,47,P0002_L0022_S0048,त्वं गु॒णत्र॑याती॒तः।,135600.0,137696.0,2096.0,150862.842,137696.0,-13166.842,-409.199,400.0,-21.7076,5.6374,0.412219,77.35743
43,48,P0002_L0022_S0049,त्वं अवस्थात्र॑याती॒तः।,137696.0,140000.0,2304.0,153965.818,140000.0,-13965.818,-798.976,560.0,-26.2722,-10.2746,0.430928,95.81604
44,49,P0002_L0022_S0050,त्वं दे॒हत्र॑याती॒तः।,140000.0,142000.0,2000.0,156344.978,142000.0,-14344.978,-379.16,0.0,-18.5059,-0.0934,0.211611,73.4655
45,50,P0003_L0001_S0001,त्वं का॒लत्र॑याती॒तः।,142000.0,144016.0,2016.0,159011.474,144016.0,-14995.474,-650.497,576.0,-31.4087,7.2724,0.568328,82.33812
46,51,P0003_L0001_S0002,त्वं मूलाधारस्थितो॑ऽसि नि॒त्यम्।,144016.0,148096.0,4080.0,163983.688,148096.0,-15887.688,-892.214,608.0,-32.155,4.0739,0.570888,153.5358
47,52,P0003_L0001_S0003,त्वं शक्तित्र॑यात्म॒कः।,148096.0,152480.0,4384.0,166838.346,152480.0,-14358.346,1529.343,592.0,-31.2219,3.6453,0.554955,88.14828
48,53,P0003_L0002_S0004,त्वां योगिनो ध्याय॑न्ति नि॒त्यम्।,152480.0,156592.0,4112.0,171413.81,156592.0,-14821.81,-463.464,592.0,-32.2137,4.3722,0.565538,141.28467
49,54,P0003_L0002_S0005,त्वं ब्रह्मा त्वं विष्णुस्त्वं रुद्रस्त्वमिन्द्रस्त्वमग्निस्त्वं,156592.0,160928.0,4336.0,176694.495,160928.0,-15766.495,-944.685,592.0,-29.4884,4.2986,0.546763,163.061
50,55,P0003_L0003_S0005,वायुस्त्वं सूर्यस्त्वं चन्द्रमास्त्वं ब्रह्म॒ भूर्भुवः॒ स्वरोम्॥,160928.0,165200.0,4272.0,185691.839,165200.0,-20491.839,-4725.345,608.0,-30.9565,-4.9207,0.514119,277.82685
51,57,P0003_L0004_S0007,ग॒णादिं᳚ पूर्व॑मुच्चा॒र्य॒ व॒र्णादिं᳚स्तदन॒न्तरम्।,165200.0,168400.0,3200.0,192070.797,168400.0,-23670.797,-3178.957,528.0,-29.1843,0.9328,0.496547,196.9743
52,58,P0003_L0004_S0008,अनुस्वारः प॑रत॒रः।,168400.0,172400.0,4000.0,194719.706,172400.0,-22319.706,1351.091,544.0,-24.8485,-10.7518,0.411614,81.79503
53,59,P0003_L0004_S0009,अर्धे᳚न्दुल॒सितम्।,172400.0,175664.0,3264.0,197608.928,175664.0,-21944.928,374.777,576.0,-28.956,4.8922,0.538942,89.21562
54,60,P0003_L0005_S0010,तारे॑ण ऋ॒द्धम्।,175664.0,179200.0,3536.0,199995.557,179200.0,-20795.557,1149.371,576.0,-28.1663,-5.6819,0.47597,73.69614
55,61,P0003_L0005_S0011,एतत्तव मनु॑स्वरू॒पम्।,179200.0,183632.0,4432.0,203333.107,183632.0,-19701.107,1094.451,608.0,-32.1481,3.9712,0.570293,103.05939
56,62,P0003_L0005_S0012,गकारः पू᳚र्वरू॒पम्।,183632.0,187216.0,3584.0,206177.863,187216.0,-18961.863,739.244,624.0,-29.2447,4.8584,0.562912,87.84255
57,63,P0003_L0005_S0013,अकारो मध्य॑मरू॒पम्।,187216.0,191696.0,4480.0,209582.129,191696.0,-17886.129,1075.734,736.0,-32.1536,5.3865,0.634927,105.11952
58,64,P0003_L0006_S0014,अनुस्वारश्चा᳚न्त्यरू॒पम्।,191696.0,198400.0,6704.0,213553.23,198400.0,-15153.23,2732.9,336.0,-19.5966,-3.4226,0.325235,122.62266
59,65,P0003_L0006_S0015,बिन्दुरुत्त॑ररू॒पम्।,198400.0,204736.0,6336.0,216549.621,204736.0,-11813.621,3339.608,656.0,-31.2634,4.0882,0.586902,92.52486
60,66,P0003_L0006_S0016,नादः॑ सन्धा॒नम्।,204736.0,210800.0,6064.0,219290.247,210800.0,-8490.247,3323.374,592.0,-27.8171,-9.6069,0.459725,84.62712
61,67,P0003_L0006_S0017,सꣳहि॑ता स॒न्धिः।,210800.0,214000.0,3200.0,221968.26,214000.0,-7968.26,521.986,512.0,-24.1003,-8.1169,0.406106,82.69374
62,68,P0003_L0007_S0018,सैषा गणे॑शवि॒द्या।,214000.0,217200.0,3200.0,224409.332,217200.0,-7209.332,758.928,560.0,-25.7539,-12.2185,0.417113,75.37728
63,69,P0003_L0007_S0019,गण॑क ऋ॒षिः।,217200.0,219600.0,2400.0,226384.045,219600.0,-6784.045,425.287,560.0,-29.4149,-5.4901,0.478062,60.97668
64,70,P0003_L0007_S0020,निचृद्गाय॑त्रीच्छ॒न्दः।,219600.0,222864.0,3264.0,229432.278,222864.0,-6568.278,215.767,576.0,-30.2216,6.1835,0.554493,94.12566
65,71,P0003_L0008_S0021,गणपति॑र्देव॒ता।,222864.0,226800.0,3936.0,231700.61,226800.0,-4900.61,1667.668,576.0,-26.2866,-12.3355,0.427339,70.04328
66,72,P0003_L0008_S0022,ॐ गं ग॒णप॑तये नमः॥,226800.0,230000.0,3200.0,235222.12,230000.0,-5222.12,-321.51,560.0,-26.2715,-10.4328,0.430077,108.739856
67,74,P0003_L0009_S0024,एकद॒न्ताय॑ वि॒द्महे॑ वक्रतु॒ण्डाय॑ धीमहि।,230000.0,234144.0,4144.0,240800.378,234144.0,-6656.378,-1434.258,608.0,-31.1383,5.6659,0.57259,172.24971
68,75,P0003_L0009_S0025,तन्नो॑ दन्तिः प्रचो॒दया᳚त्॥,234144.0,237056.0,2912.0,245571.731,237056.0,-8515.731,-1859.352,560.0,-30.8948,1.8166,0.527981,147.33345
69,77,P0003_L0010_S0027,एकद॒न्तं च॑तुर्ह॒स्तं॒ पा॒शम॑ङ्कुश॒धारि॑णम्।,237056.0,239728.0,2672.0,251907.338,239728.0,-12179.338,-3663.607,544.0,-31.7071,5.701,0.547127,195.6357
70,78,P0003_L0010_S0028,रदं॑ च॒ वर॑दं ह॒स्तै॒र्बि॒भ्राणं॑ मूष॒कध्व॑जम्।,239728.0,242800.0,3072.0,257913.573,242800.0,-15113.573,-2934.235,608.0,-25.9603,-14.2846,0.429394,185.4651
71,79,P0003_L0011_S0029,रक्तं ॑ ल॒म्बोद॑रं शू॒र्प॒क॒र्णकं ॑ रक्त॒वास॑सम्।,242800.0,246000.0,3200.0,263666.692,246000.0,-17666.692,-2553.119,528.0,-29.0978,-1.9211,0.4804,177.6492
72,80,P0003_L0011_S0030,रक्त॑ग॒न्धानु॑लिप्ता॒ङ्गं ॒ र॒क्तपु॑ष्पैः सु॒पूजि॑तम्।,246000.0,248080.0,2080.0,270145.445,248080.0,-22065.445,-4398.752,544.0,-28.7495,4.2263,0.519011,200.05584
73,81,P0003_L0012_S0031,भक्ता॑नु॒कम्पि॑नं दे॒वं॒ ज॒गत्का॑रण॒मच्यु॑तम्।,248080.0,251696.0,3616.0,276751.745,251696.0,-25055.745,-2990.3,624.0,-29.6965,1.3964,0.547308,203.99436
74,82,P0003_L0012_S0032,आवि॑र्भू॒तं च॑ सृ॒ष्ट्या॒दौ॒ प्र॒कृतेः᳚ पुरु॒षात्प॑रम्।,251696.0,255600.0,3904.0,283223.212,255600.0,-27623.212,-2567.468,608.0,-24.8258,-15.0965,0.417502,199.8309
75,83,P0003_L0013_S0033,एवं॑ ध्या॒यति॑ यो नि॒त्यं॒ स॒ योगी॑ योगि॒नां व॑रः॥,255600.0,259200.0,3600.0,290984.254,259200.0,-31784.254,-4161.042,576.0,-28.7892,2.0148,0.522173,239.651353
76,85,P0003_L0014_S0035,नमो व्रातपतये।,259200.0,261200.0,2000.0,292991.731,261200.0,-31791.731,-7.477,0.0,-18.4601,-4.3156,0.196454,61.9884
77,86,P0003_L0014_S0036,नमो गणपतये।,261200.0,264800.0,3600.0,294959.452,264800.0,-30159.452,1632.279,592.0,-32.2238,-2.9555,0.525995,60.7608
78,87,P0003_L0014_S0037,नमः प्रमथपतये।,264800.0,269600.0,4800.0,297164.891,269600.0,-27564.891,2594.562,640.0,-27.6066,-12.0943,0.467117,68.1012
79,88,P0003_L0015_S0038,नमस्तेऽस्तु लम्बोदरायैकदन्ताय विघ्नविनाशिने शिवसुताय श्रीवरदमूर्तये॒ नमः॑॥,269600.0,274944.0,5344.0,311136.232,274944.0,-36192.232,-8627.341,624.0,-29.7666,4.9577,0.566949,431.4177
80,90,P0003_L0016_S0040,एतदथर्वशीर्षं॑ योऽधी॒ते।,274944.0,280816.0,5872.0,314702.477,280816.0,-33886.477,2305.755,624.0,-30.8401,5.0205,0.574471,110.12124
81,91,P0003_L0016_S0041,स ब्रह्मभूया॑य क॒ल्पते।,280816.0,286784.0,5968.0,317771.9,286784.0,-30987.9,2898.578,592.0,-28.3724,1.0485,0.521536,94.77996
82,92,P0003_L0016_S0042,स सर्वविघ्नै᳚र्न बा॒ध्यते।,286784.0,288800.0,2016.0,320819.905,288800.0,-32019.905,-1032.006,0.0,-19.268,1.2104,0.219948,94.11864
83,93,P0003_L0017_S0043,स सर्वतः सुख॑मेध॒ते।,288800.0,293200.0,4400.0,323610.093,293200.0,-30410.093,1609.812,640.0,-26.525,-6.6163,0.489562,86.15754
84,94,P0003_L0017_S0044,स पञ्चमहापापा᳚त्प्रमु॒च्यते।,293200.0,298800.0,5600.0,327588.825,298800.0,-28788.825,1621.268,608.0,-27.3775,-7.2032,0.47724,122.85831
85,95,P0003_L0018_S0045,सा॒यम॑धीया॒नो॒ दिवसकृतं पापं॑ नाश॒यति।,298800.0,305680.0,6880.0,333480.613,305680.0,-27800.613,988.211,672.0,-29.7374,4.911,0.588398,181.93113
86,96,P0003_L0018_S0046,प्रा॒तर॑धीया॒नो॒ रात्रिकृतं पापं॑ नाश॒यति।,305680.0,312032.0,6352.0,338990.174,312032.0,-26958.174,842.44,560.0,-28.6554,2.9221,0.518734,170.128395
87,97,P0003_L0019_S0047,सायं प्रातः प्र॑युञ्जा॒नो॒ पापोऽपा॑पो भ॒वति।,312032.0,329200.0,17168.0,344556.852,329200.0,-15356.852,11601.322,624.0,-27.5989,2.3502,0.538249,171.892128
88,98,P0003_L0019_S0048,सर्वत्राधीयानोऽपवि॑घ्नो भ॒वति।,329200.0,336400.0,7200.0,349170.206,336400.0,-12770.206,2586.646,576.0,-30.3239,0.0428,0.521901,142.45464
89,99,P0003_L0020_S0049,धर्मार्थकाममोक्षं॑ च वि॒न्दति।,336400.0,340832.0,4432.0,353171.146,340832.0,-12339.146,431.06,528.0,-28.1141,5.1137,0.512038,123.54408
90,100,P0003_L0020_S0050,इदमथर्वशीर्षमशिष्याय॑ न दे॒यम्।,340832.0,349200.0,8368.0,358259.805,349200.0,-9059.805,3279.341,592.0,-25.3465,-12.8471,0.425643,157.13148
91,101,P0003_L0021_S0051,यो यदि मो॑हाद् दा॒स्यति स पापी॑यान्भ॒वति।,349200.0,354800.0,5600.0,364335.706,354800.0,-9535.706,-475.902,672.0,-28.7731,-6.5976,0.519967,187.61631
92,102,P0003_L0022_S0052,सहस्रावर्तनाद्यं यं काम॑मधी॒ते तं तमने॑न सा॒धयेत्॥,354800.0,360400.0,5600.0,373638.137,360400.0,-13238.137,-3702.43,640.0,-30.1695,2.5537,0.564118,287.247525
93,104,P0003_L0023_S0054,अनेन गणपतिम॑भिषि॒ञ्चति स वा॑ग्मी भ॒वति।,360400.0,366400.0,6000.0,379775.394,366400.0,-13375.394,-137.257,592.0,-29.2835,-3.8708,0.500941,189.510888
94,105,P0003_L0024_S0055,चतुर्थ्यामन॑श्नन्ज॒पति स विद्या॑वान्भ॒वति।,366400.0,371200.0,4800.0,386112.075,371200.0,-14912.075,-1536.682,592.0,-25.2916,-7.44,0.454332,195.66888
95,106,P0003_L0024_S0056,इत्यथर्व॑णवा॒क्यम्।,371200.0,375600.0,4400.0,389308.057,375600.0,-13708.057,1204.019,576.0,-27.7997,-3.6034,0.484789,98.68794
96,107,P0003_L0025_S0057,ब्रह्माद्यावर॑णं वि॒द्यान्न बिभेति कदा॑चने॒ति॥,375600.0,380400.0,4800.0,396792.657,380400.0,-16392.657,-2684.601,640.0,-27.5773,-8.2881,0.487633,231.1152
97,109,P0003_L0026_S0059,यो दूर्वाङ्कु॑रैर्य॒जति स वैश्रवणोप॑मो भ॒वति।,380400.0,386400.0,6000.0,402516.488,386400.0,-16116.488,276.169,576.0,-23.3488,-16.1337,0.387969,176.744808
98,110,P0003_L0027_S0060,यो ला॑जैर्य॒जति स यशो॑वान्भ॒वति।,386400.0,394400.0,8000.0,407411.249,394400.0,-13011.249,3105.239,608.0,-22.9785,-11.9089,0.422147,151.14414
99,111,P0003_L0027_S0061,स मेधा॑वान्भ॒वति।,394400.0,399600.0,5200.0,410097.255,399600.0,-10497.255,2513.994,560.0,-28.3533,-4.7264,0.474983,82.94055
100,112,P0004_L0001_S0001,यो मोदकसहस्रे॑ण य॒जति स वाञ्छितफलम॑वाप्नो॒ति।,399600.0,405200.0,5600.0,417452.17,405200.0,-12252.17,-1754.915,576.0,-27.4916,-8.7991,0.454467,227.110656
101,113,P0004_L0002_S0002,यः साज्य समि॑द्भिर्य॒जति स सर्वं लभते स स॑र्वं ल॒भते॥,405200.0,408400.0,3200.0,426097.778,408400.0,-17697.778,-5445.608,560.0,-27.3508,-4.416,0.469843,266.96565
102,115,P0004_L0003_S0004,अष्टौ ब्राह्मणान्सम्यग्ग्रा॑हयि॒त्वा सूर्यवर्च॑स्वी भ॒वति।,408400.0,414976.0,6576.0,434019.557,414976.0,-19043.557,-1345.779,640.0,-29.4377,4.4162,0.569185,244.61472
103,116,P0004_L0004_S0005,सूर्यग्रहे म॑हान॒द्यां प्रतिमासन्निधौ वा ज॒प्त्वा सिद्धम॑न्त्रो भ॒वति।,414976.0,421600.0,6624.0,442444.419,421600.0,-20844.419,-1800.862,592.0,-22.9744,-13.9906,0.403858,260.149303
104,117,P0004_L0005_S0006,महाविघ्ना᳚त्प्रमु॒च्यते।,421600.0,426176.0,4576.0,445829.577,426176.0,-19653.577,1190.842,560.0,-27.5969,4.2592,0.518797,104.52948
105,118,P0004_L0005_S0007,महादोषा᳚त्प्रमु॒च्यते।,426176.0,429264.0,3088.0,449163.876,429264.0,-19899.876,-246.3,560.0,-28.4862,2.4834,0.51519,102.95904
106,119,P0004_L0005_S0008,महापापा᳚त्प्रमु॒च्यते।,429264.0,436000.0,6736.0,452498.221,436000.0,-16498.221,3401.656,608.0,-27.2582,-8.895,0.467229,102.96042
107,120,P0004_L0006_S0009,महाप्रत्यवाया᳚त्प्रमु॒च्यते।,436000.0,442800.0,6800.0,456603.439,442800.0,-13803.439,2694.782,608.0,-29.4698,-4.021,0.508873,126.76404
108,121,P0004_L0006_S0010,स सर्वविद्भवति स सर्व॑विद्भ॒वति।,442800.0,450800.0,8000.0,460873.984,450800.0,-10073.984,3729.454,576.0,-25.462,-13.629,0.414967,131.869155
109,122,P0004_L0007_S0011,य ए॑वं वे॒द।,450800.0,453200.0,2400.0,462178.178,453200.0,-8978.178,1095.806,0.0,-16.0053,-4.5649,0.185258,40.27188
110,123,P0004_L0007_S0012,इत्यु॑प॒निष॑त्॥,453200.0,459200.0,6000.0,465227.439,459200.0,-6027.439,2950.739,608.0,-29.0739,5.5568,0.558145,94.1574
111,125,P0004_L0008_S0014,ॐ शान्तिः॒ शान्तिः॒ शान्तिः॑॥,459200.0,467248.0,8048.0,470372.291,467248.0,-3124.291,2903.148,512.0,-26.7667,3.5185,0.48666,158.866669
112,126,P0004_L0009_S0015,ॐ स॒ह ना॑ववतु।,467248.0,471216.0,3968.0,472618.989,471216.0,-1402.989,1721.302,528.0,-27.3554,3.8958,0.500215,69.37524
113,127,P0004_L0009_S0016,स॒ह नौ॑ भुनक्तु।,471216.0,476000.0,4784.0,474477.493,476000.0,1522.507,2925.495,496.0,-24.7905,-4.2523,0.42389,57.38832
114,128,P0004_L0010_S0017,स॒ह वी॒र्यं॑ करवावहै।,476000.0,480096.0,4096.0,477161.373,480096.0,2934.627,1412.12,480.0,-26.7158,3.8544,0.473208,82.87488
115,129,P0004_L0011_S0018,ते॒ज॒स्विना॒वधी॑तमस्तु॒ मा वि॑द्विषा॒वहै᳚।,480096.0,487200.0,7104.0,482600.222,487200.0,4599.778,1665.151,512.0,-25.2919,-5.5734,0.427507,167.94492
116,130,P0004_L0012_S0019,ॐ शान्तिः॒ शान्तिः॒ शान्तिः॑॥,487200.0,491760.0,4560.0,487745.075,491760.0,4014.925,-584.852,576.0,-27.4231,6.3986,0.5367,158.866669
117,131,P0004_L0013_S0020,ॐ भ॒द्रं कर्णे॑भिः श‍ृणु॒याम॑ देवाः।,491760.0,497344.0,5584.0,492119.977,497344.0,5224.023,1209.098,592.0,-30.1679,4.074,0.550147,135.091548
118,132,P0004_L0013_S0021,भ॒द्रं प॑श्येमा॒क्षभि॒र्यज॑त्राः।,497344.0,501200.0,3856.0,495933.631,501200.0,5266.369,42.346,560.0,-29.721,-2.3256,0.497399,117.76092
119,133,P0004_L0014_S0022,स्थि॒रैरङ्गै᳚स्तुष्टु॒वाꣳ स॑स्त॒नूभिः॑।,501200.0,505200.0,4000.0,500648.835,505200.0,4551.165,-715.204,496.0,-25.683,-2.1636,0.441057,145.59966
120,134,P0004_L0014_S0023,व्यशे॑म दे॒वहि॑तं॒ यदायुः॑।,505200.0,510400.0,5200.0,504145.675,510400.0,6254.325,1703.16,0.0,-17.0763,-0.1393,0.205005,107.9781
121,135,P0004_L0015_S0024,स्व॒स्ति न॒ इन्द्रो॑ वृ॒द्धश्र॑वाः।,510400.0,514000.0,3600.0,507863.066,514000.0,6136.934,-117.39,560.0,-28.0344,3.1162,0.515555,114.7884
122,136,P0004_L0015_S0025,स्व॒स्ति नः॑ पू॒षा वि॒श्ववे॑दाः।,514000.0,517792.0,3792.0,511686.641,517792.0,6105.359,-31.576,576.0,-29.7236,3.9154,0.538859,118.06728
123,137,P0004_L0016_S0026,स्व॒स्ति न॒स्तार्क्ष्यो॒ अरि॑ष्टनेमिः।,517792.0,523600.0,5808.0,516206.01,523600.0,7393.99,1288.631,2079.999,-34.3731,0.2172,0.953216,139.5525
124,138,P0004_L0016_S0027,स्व॒स्ति नो॒ बृह॒स्पति॑र्दधातु॥,523600.0,525200.0,1600.0,521177.148,525200.0,4022.852,-3371.138,2575.999,-46.7537,15.8905,0.990262,153.502575
