idx,original_idx,sentenceId,text,start_ms_trimmed,end_ms_trimmed,duration_ms,exp_end_ms,obs_end_ms,drift_ms,drift_jump_ms,silence_width_ms,rms_db_at_end,contrast_db,confidence,weight
87,97,P0003_L0019_S0047,सायं प्रातः प्र॑युञ्जा॒नो॒ पापोऽपा॑पो भ॒वति।,360432.0,366400.0,5968.0,344588.275,366400.0,21811.725,400.814,544.0,-29.8514,0.9738,0.535442,171.892128
88,98,P0003_L0019_S0048,सर्वत्राधीयानोऽपवि॑घ्नो भ॒वति।,366400.0,371200.0,4800.0,349202.05,371200.0,21997.95,186.226,528.0,-26.8193,-4.1014,0.474201,142.45464
89,99,P0003_L0020_S0049,धर्मार्थकाममोक्षं॑ च वि॒न्दति।,371200.0,375600.0,4400.0,353203.355,375600.0,22396.645,398.695,512.0,-28.5469,1.4224,0.512884,123.54408
90,100,P0003_L0020_S0050,इदमथर्वशीर्षमशिष्याय॑ न दे॒यम्।,375600.0,380400.0,4800.0,358292.478,380400.0,22107.522,-289.123,576.0,-29.2931,-4.6701,0.512339,157.13148
91,101,P0003_L0021_S0051,यो यदि मो॑हाद् दा॒स्यति स पापी॑यान्भ॒वति।,380400.0,386400.0,6000.0,364368.933,386400.0,22031.067,-76.456,512.0,-25.7232,-11.8549,0.410311,187.61631
92,102,P0003_L0022_S0052,सहस्रावर्तनाद्यं यं काम॑मधी॒ते तं तमने॑न सा॒धयेत्॥,386400.0,394400.0,8000.0,373672.212,394400.0,20727.788,-1303.279,560.0,-24.8856,-8.4778,0.449675,287.247525
93,104,P0003_L0023_S0054,अनेन गणपतिम॑भिषि॒ञ्चति स वा॑ग्मी भ॒वति।,394400.0,399600.0,5200.0,379810.029,399600.0,19789.971,-937.817,512.0,-29.4787,0.4697,0.513315,189.510888
94,105,P0003_L0024_S0055,चतुर्थ्यामन॑श्नन्ज॒पति स विद्या॑वान्भ॒वति।,399600.0,405200.0,5600.0,386147.288,405200.0,19052.712,-737.26,496.0,-29.2827,-5.0023,0.46918,195.66888
95,106,P0003_L0024_S0056,इत्यथर्व॑णवा॒क्यम्।,405200.0,408400.0,3200.0,389343.561,408400.0,19056.439,3.727,512.0,-28.316,0.7572,0.507079,98.68794
96,107,P0003_L0025_S0057,ब्रह्माद्यावर॑णं वि॒द्यान्न बिभेति कदा॑चने॒ति॥,408400.0,415200.0,6800.0,396828.845,415200.0,18371.155,-685.283,576.0,-25.9233,-12.0439,0.442598,231.1152
97,109,P0003_L0026_S0059,यो दूर्वाङ्कु॑रैर्य॒जति स वैश्रवणोप॑मो भ॒वति।,415200.0,421600.0,6400.0,402553.198,421600.0,19046.802,675.647,544.0,-25.1252,-9.6632,0.435817,176.744808
98,110,P0003_L0027_S0060,यो ला॑जैर्य॒जति स यशो॑वान्भ॒वति।,421600.0,426400.0,4800.0,407448.404,426400.0,18951.596,-95.207,496.0,-23.0176,-12.162,0.38266,151.14414
99,111,P0003_L0027_S0061,स मेधा॑वान्भ॒वति।,426400.0,429312.0,2912.0,410134.656,429312.0,19177.344,225.749,496.0,-28.4862,2.4834,0.510971,82.94055
100,112,P0004_L0001_S0001,यो मोदकसहस्रे॑ण य॒जति स वाञ्छितफलम॑वाप्नो॒ति।,429312.0,436000.0,6688.0,417490.241,436000.0,18509.759,-667.586,560.0,-29.1028,-4.7817,0.502112,227.110656
101,113,P0004_L0002_S0002,यः साज्य समि॑द्भिर्य॒जति स सर्वं लभते स स॑र्वं ल॒भते॥,436000.0,442800.0,6800.0,426136.638,442800.0,16663.362,-1846.396,544.0,-30.2542,0.9589,0.538124,266.96565
102,115,P0004_L0003_S0004,अष्टौ ब्राह्मणान्सम्यग्ग्रा॑हयि॒त्वा सूर्यवर्च॑स्वी भ॒वति।,442800.0,450800.0,8000.0,434059.139,450800.0,16740.861,77.499,496.0,-27.7787,-9.0382,0.433583,244.61472
103,116,P0004_L0004_S0005,सूर्यग्रहे म॑हान॒द्यां प्रतिमासन्निधौ वा ज॒प्त्वा सिद्धम॑न्त्रो भ॒वति।,450800.0,459264.0,8464.0,442484.769,459264.0,16779.231,38.37,560.0,-29.3243,3.9736,0.558757,260.149303
104,117,P0004_L0005_S0006,महाविघ्ना᳚त्प्रमु॒च्यते।,459264.0,463328.0,4064.0,445870.236,463328.0,17457.764,678.533,464.0,-26.3777,4.7089,0.494027,104.52948
105,118,P0004_L0005_S0007,महादोषा᳚त्प्रमु॒च्यते।,463328.0,467296.0,3968.0,449204.84,467296.0,18091.16,633.396,448.0,-26.7667,3.5185,0.480997,102.95904
106,119,P0004_L0005_S0008,महापापा᳚त्प्रमु॒च्यते।,467296.0,471264.0,3968.0,452539.488,471264.0,18724.512,633.352,464.0,-27.3554,3.8958,0.49566,102.96042
107,120,P0004_L0006_S0009,महाप्रत्यवाया᳚त्प्रमु॒च्यते।,471264.0,476000.0,4736.0,456645.08,476000.0,19354.92,630.408,464.0,-25.974,0.8736,0.467017,126.76404
108,121,P0004_L0006_S0010,स सर्वविद्भवति स सर्व॑विद्भ॒वति।,476000.0,480144.0,4144.0,460916.015,480144.0,19227.985,-126.935,416.0,-26.7158,3.8544,0.466399,131.869155
109,122,P0004_L0007_S0011,य ए॑वं वे॒द।,480144.0,482576.0,2432.0,462220.328,482576.0,20355.672,1127.688,416.0,-25.3976,3.3248,0.453994,40.27188
110,123,P0004_L0007_S0012,इत्यु॑प॒निष॑त्॥,482576.0,487200.0,4624.0,465269.867,487200.0,21930.133,1574.461,464.0,-26.6851,-0.4049,0.463873,94.1574
111,125,P0004_L0008_S0014,ॐ शान्तिः॒ शान्तिः॒ शान्तिः॑॥,487200.0,490400.0,3200.0,470415.189,490400.0,19984.811,-1945.322,0.0,-16.6548,1.1288,0.208195,158.866669
112,126,P0004_L0009_S0015,ॐ स॒ह ना॑ववतु।,490400.0,492000.0,1600.0,472662.091,492000.0,19337.909,-646.903,528.0,-23.8435,-11.697,0.406616,69.37524
113,127,P0004_L0009_S0016,स॒ह नौ॑ भुनक्तु।,492000.0,494400.0,2400.0,474520.765,494400.0,19879.235,541.326,0.0,-17.5607,-0.454,0.205744,57.38832
114,128,P0004_L0010_S0017,स॒ह वी॒र्यं॑ करवावहै।,494400.0,497392.0,2992.0,477204.89,497392.0,20187.11,307.876,544.0,-30.1679,4.074,0.557056,82.87488
115,129,P0004_L0011_S0018,ते॒ज॒स्विना॒वधी॑तमस्तु॒ मा वि॑द्विषा॒वहै᳚।,497392.0,501200.0,3808.0,482644.235,501200.0,18555.765,-1631.345,512.0,-29.6158,3.6937,0.534607,167.94492
116,130,P0004_L0012_S0019,ॐ शान्तिः॒ शान्तिः॒ शान्तिः॑॥,501200.0,505200.0,4000.0,487789.556,505200.0,17410.444,-1145.322,464.0,-26.2976,3.2727,0.484392,158.866669
117,131,P0004_L0013_S0020,ॐ भ॒द्रं कर्णे॑भिः श‍ृणु॒याम॑ देवाः।,505200.0,509376.0,4176.0,492164.857,509376.0,17211.143,-199.301,464.0,-27.0565,2.8841,0.487191,135.091548
118,132,P0004_L0013_S0021,भ॒द्रं प॑श्येमा॒क्षभि॒र्यज॑त्राः।,509376.0,510400.0,1024.0,495978.859,510400.0,14421.141,-2790.002,0.0,-17.4167,5.7582,0.231905,117.76092
119,133,P0004_L0014_S0022,स्थि॒रैरङ्गै᳚स्तुष्टु॒वाꣳ स॑स्त॒नूभिः॑।,510400.0,512400.0,2000.0,500694.494,512400.0,11705.506,-2715.634,0.0,-15.3938,1.8385,0.205407,145.59966
120,134,P0004_L0014_S0023,व्यशे॑म दे॒वहि॑तं॒ यदायुः॑।,512400.0,514047.969,1647.969,504191.653,514047.969,9856.316,-1849.19,512.0,-28.0344,3.1162,0.520039,107.9781
121,135,P0004_L0015_S0024,स्व॒स्ति न॒ इन्द्रो॑ वृ॒द्धश्र॑वाः।,514047.969,518000.0,3952.031,507909.382,518000.0,10090.618,234.302,496.0,-25.2275,-12.8914,0.392821,114.7884
122,136,P0004_L0015_S0025,स्व॒स्ति नः॑ पू॒षा वि॒श्ववे॑दाः।,518000.0,521200.0,3200.0,511733.306,521200.0,9466.694,-623.924,0.0,-17.4699,-0.0047,0.207193,118.06728
123,137,P0004_L0016_S0026,स्व॒स्ति न॒स्तार्क्ष्यो॒ अरि॑ष्टनेमिः।,521200.0,523600.0,2400.0,516253.087,523600.0,7346.913,-2119.781,1983.999,-34.3518,0.37,0.961038,139.5525
124,138,P0004_L0016_S0027,स्व॒स्ति नो॒ बृह॒स्पति॑र्दधातु॥,523600.0,525200.0,1600.0,521224.678,525200.0,3975.322,-3371.591,2623.999,-44.9187,9.8589,0.99364,153.502575
125,139,P0004_L0017_S0028,ॐ शान्तिः॒ शान्तिः॒ शान्तिः॑॥,525200.0,526370.0,1170.0,526370.0,526370.0,-0.0,-3975.322,1520.0,-120.0,0.0,0.990229,158.866669
